job_id,title,seniority,company,industry,location,posted_date,listing_age_days,salary_missing,repost_count,role_recycling_score,hiring_velocity,open_close_ratio,listing_longevity_ratio,closure_ratio,engagement_latency,status,is_ghost,source,listing_age_days,listing_longevity_ratio,salary_missing,repost_count,role_recycling_score,hiring_velocity,open_close_ratio
529E9BB6,Software Engineer- Frontend,Mid-level,AGS - American Gaming Systems,IT Jobs,India,2026-02-14,15,1,0,0.0,0.17,0.5,0.5,0.0,0,open,-1,adzuna,15,0.5,1,0,0.0,0.17,0.5
4195240B,Python Software Engineer,Mid-level,Careerfit,IT Jobs,"Mumbai, Maharashtra",2026-02-26,3,1,0,0.0,0.08,0.1,0.1,0.0,0,open,-1,adzuna,3,0.1,1,0,0.0,0.08,0.1
85E88736,Java Software Engineer,Mid-level,KnowledgeWorks Global Ltd.,IT Jobs,"Mumbai, Maharashtra",2026-02-17,12,1,1,0.0345,0.17,0.4,0.4,0.0,0,open,-1,adzuna,12,0.4,1,1,0.0345,0.17,0.4
A656B322,Sr. Software Engineer,Senior,Costco,IT Jobs,"Hyderabad, Telangana",2025-09-12,170,1,0,0.0,0.17,5.6667,5.6667,0.0,0,open,-1,adzuna,170,5.6667,1,0,0.0,0.17,5.6667
5F0C04AA,Java Software Engineer,Mid-level,HighRadius,IT Jobs,"Hyderabad, Telangana",2026-02-20,9,1,0,0.0,0.08,0.3,0.3,0.0,0,open,-1,adzuna,9,0.3,1,0,0.0,0.08,0.3
B6EA8AB6,Senior Software Engineer,Senior,Definian,IT Jobs,"Hyderabad, Telangana",2026-02-03,26,1,0,0.0,0.08,0.8667,0.8667,0.0,0,open,-1,adzuna,26,0.8667,1,0,0.0,0.08,0.8667
53001204,Manager - Software Engineering,Lead,Blue Spire Inc,IT Jobs,"Hyderabad, Telangana",2026-02-11,18,1,0,0.0,0.25,0.6,0.6,0.0,0,open,-1,adzuna,18,0.6,1,0,0.0,0.25,0.6
1EAC4DB6,Senior Software Engineer,Senior,Ferguson,IT Jobs,"Bangalore, Karnataka",2025-11-28,93,1,0,0.0,0.42,3.1,3.1,0.0,0,open,-1,adzuna,93,3.1,1,0,0.0,0.42,3.1
B4CA7EB5,Lead Software Engineer,Lead,Sprinklr,IT Jobs,India,2026-02-11,18,1,1,0.0345,0.17,0.6,0.6,0.0,0,open,-1,adzuna,18,0.6,1,1,0.0345,0.17,0.6
1CB02C57,Senior Software Engineer,Senior,Graviton Research Capital LLP,IT Jobs,India,2026-02-08,21,1,0,0.0,0.08,0.7,0.7,0.0,0,open,-1,adzuna,21,0.7,1,0,0.0,0.08,0.7
A725B72A,Java Software Engineer,Mid-level,People Tech Group Inc,IT Jobs,"Hyderabad, Telangana",2026-02-01,28,1,0,0.0,0.08,0.9333,0.9333,0.0,0,open,-1,adzuna,28,0.9333,1,0,0.0,0.08,0.9333
AE9CB805,Software Engineering Manager,Lead,Blue Spire Inc,IT Jobs,"Hyderabad, Telangana",2026-02-11,18,1,0,0.0,0.25,0.6,0.6,0.0,0,open,-1,adzuna,18,0.6,1,0,0.0,0.25,0.6
8247BF6D,Software Engineering Manager,Lead,Evernorth Health Services,IT Jobs,"Hyderabad, Telangana",2026-02-17,12,1,0,0.0,0.08,0.4,0.4,0.0,0,open,-1,adzuna,12,0.4,1,0,0.0,0.08,0.4
3422A778,Software Engineer in Test,Mid-level,Tasket,IT Jobs,India,2026-02-28,1,1,0,0.0,0.17,0.0333,0.0333,0.0,0,open,-1,adzuna,1,0.0333,1,0,0.0,0.17,0.0333
A16C3240,Software Engineer Intern,Intern,Growth Infi,IT Jobs,"Mumbai, Maharashtra",2026-02-28,1,1,0,0.0,0.08,0.0333,0.0333,0.0,0,open,-1,adzuna,1,0.0333,1,0,0.0,0.08,0.0333
AE1D911D,Senior Software Engineer,Senior,Staffington Global,IT Jobs,"Hyderabad, Telangana",2026-02-17,12,1,0,0.0,0.17,0.4,0.4,0.0,0,open,-1,adzuna,12,0.4,1,0,0.0,0.17,0.4
41F3BD49,Java Software Engineer,Mid-level,LTM,IT Jobs,"Mumbai, Maharashtra",2026-02-17,12,1,0,0.0,0.25,0.4,0.4,0.0,0,open,-1,adzuna,12,0.4,1,0,0.0,0.25,0.4
CD6B8B87,Software Engineer-I,Mid-level,Eternal Robotics,Engineering Jobs,"Mumbai, Maharashtra",2026-02-28,1,1,0,0.0,0.08,0.0333,0.0333,0.0,0,open,-1,adzuna,1,0.0333,1,0,0.0,0.08,0.0333
A224BB85,Lead Software Engineer,Lead,Sahaj Software,Engineering Jobs,"Hyderabad, Telangana",2026-02-17,12,1,0,0.0,0.17,0.4,0.4,0.0,0,open,-1,adzuna,12,0.4,1,0,0.0,0.17,0.4
2BE99D06,Software Engineer in Test,Mid-level,Coforge,IT Jobs,"Bangalore, Karnataka",2026-02-04,25,1,0,0.0,0.58,0.8333,0.8333,0.0,0,open,-1,adzuna,25,0.8333,1,0,0.0,0.58,0.8333
CAF7030F,Principal Software Engineer,Senior,FM India,IT Jobs,"Bangalore, Karnataka",2025-10-16,136,1,0,0.0,0.67,4.5333,4.5333,0.0,0,open,-1,adzuna,136,4.5333,1,0,0.0,0.67,4.5333
C309826F,Software Engineer- TM,Mid-level,Alkami,IT Jobs,"Gurgaon, Haryana",2025-05-08,297,1,0,0.0,0.08,9.9,9.9,0.0,0,open,-1,adzuna,297,9.9,1,0,0.0,0.08,9.9
5E0F8B26,Software Engineer in Test,Mid-level,Andor Tech,IT Jobs,India,2026-02-20,9,1,0,0.0,0.08,0.3,0.3,0.0,0,open,-1,adzuna,9,0.3,1,0,0.0,0.08,0.3
621AD41A,Principal Software Engineer,Senior,Binary Semantics Ltd.,IT Jobs,India,2026-02-08,21,1,0,0.0,0.17,0.7,0.7,0.0,0,open,-1,adzuna,21,0.7,1,0,0.0,0.17,0.7
134DC6FE,Software Engineer 2a,Mid-level,Costco,IT Jobs,"Hyderabad, Telangana",2025-09-11,171,1,0,0.0,0.17,5.7,5.7,0.0,0,open,-1,adzuna,171,5.7,1,0,0.0,0.17,5.7
B333D647,Software Engineer IND,Mid-level,FM India,IT Jobs,"Bangalore, Karnataka",2025-12-25,66,1,0,0.0,0.67,2.2,2.2,0.0,0,open,-1,adzuna,66,2.2,1,0,0.0,0.67,2.2
0A34D288,Software Engineering Manager,Lead,ASBL,IT Jobs,"Hyderabad, Telangana",2026-02-23,6,1,0,0.0,0.08,0.2,0.2,0.0,0,open,-1,adzuna,6,0.2,1,0,0.0,0.08,0.2
223F625E,Java Software Engineer,Mid-level,Synechron Technologies Pvt. Ltd.,IT Jobs,India,2026-02-20,9,1,0,0.0,0.08,0.3,0.3,0.0,0,open,-1,adzuna,9,0.3,1,0,0.0,0.08,0.3
61664687,Lead Software Engineer,Lead,Marriott Tech Accelerator,IT Jobs,"Hyderabad, Telangana",2026-02-10,19,1,1,0.0345,1.0,0.6333,0.6333,0.0,0,open,-1,adzuna,19,0.6333,1,1,0.0345,1.0,0.6333
5E001968,Senior Software Engineer,Senior,Volante Technologies,IT Jobs,"Hyderabad, Telangana",2026-02-03,26,1,0,0.0,0.08,0.8667,0.8667,0.0,0,open,-1,adzuna,26,0.8667,1,0,0.0,0.08,0.8667
6A81EE2E,Lead Software Engineer,Lead,FM India,IT Jobs,"Bangalore, Karnataka",2025-11-25,96,1,1,0.0345,0.67,3.2,3.2,0.0,0,open,-1,adzuna,96,3.2,1,1,0.0345,0.67,3.2
9A162264,Software engineer - Infrastructure,Mid-level,Newmark,IT Jobs,"Hyderabad, Telangana",2026-02-01,28,1,0,0.0,0.08,0.9333,0.9333,0.0,0,open,-1,adzuna,28,0.9333,1,0,0.0,0.08,0.9333
1ACC57F2,Senior Software Engineer,Senior,OwlSure,IT Jobs,"Hyderabad, Telangana",2026-02-17,12,1,0,0.0,0.08,0.4,0.4,0.0,0,open,-1,adzuna,12,0.4,1,0,0.0,0.08,0.4
9B1BF8B4,Principal Software Engineer,Senior,Foodsmart,IT Jobs,"Hyderabad, Telangana",2026-02-04,25,1,0,0.0,0.17,0.8333,0.8333,0.0,0,open,-1,adzuna,25,0.8333,1,0,0.0,0.17,0.8333
EC84637D,Staff Software Engineer,Senior,Foodsmart,IT Jobs,"Hyderabad, Telangana",2026-02-20,9,1,0,0.0,0.17,0.3,0.3,0.0,0,open,-1,adzuna,9,0.3,1,0,0.0,0.17,0.3
BB3180C0,Software Engineering Manager,Lead,Ferguson,IT Jobs,"Bangalore, Karnataka",2026-01-31,29,1,0,0.0,0.42,0.9667,0.9667,0.0,0,open,-1,adzuna,29,0.9667,1,0,0.0,0.42,0.9667
A627EE17,Software Engineer II,Mid-level,Best Buy,IT Jobs,"Bangalore, Karnataka",2025-12-20,71,1,2,0.069,0.92,2.3667,2.3667,0.0,0,open,-1,adzuna,71,2.3667,1,2,0.069,0.92,2.3667
C001B3AD,Senior Software Engineer,Senior,Best Buy,IT Jobs,"Bangalore, Karnataka",2025-10-09,143,1,4,0.1379,0.92,4.7667,4.7667,0.0,0,open,-1,adzuna,143,4.7667,1,4,0.1379,0.92,4.7667
73EA5A02,Senior Software Engineer,Senior,Bristol Myers Squibb,IT Jobs,"Hyderabad, Telangana",2025-05-08,297,1,0,0.0,0.75,9.9,9.9,0.0,0,open,-1,adzuna,297,9.9,1,0,0.0,0.75,9.9
020F0A04,Director of Software Engineering,Director,Best Buy,IT Jobs,"Bangalore, Karnataka",2026-02-24,5,1,0,0.0,0.92,0.1667,0.1667,0.0,0,open,-1,adzuna,5,0.1667,1,0,0.0,0.92,0.1667
2344C2CC,Staff Software Engineer,Senior,ANSR Summit Consulting,IT Jobs,"Gurgaon, Haryana",2024-12-10,446,1,1,0.0345,0.25,14.8667,14.8667,0.0,0,open,-1,adzuna,446,14.8667,1,1,0.0345,0.25,14.8667
11DBE1EB,Principal Software Engineer,Senior,Ferguson,IT Jobs,"Bangalore, Karnataka",2026-02-14,15,1,0,0.0,0.42,0.5,0.5,0.0,0,open,-1,adzuna,15,0.5,1,0,0.0,0.42,0.5
E140F5EC,Lead Software Engineer,Lead,Ferguson,IT Jobs,"Bangalore, Karnataka",2025-11-29,92,1,0,0.0,0.42,3.0667,3.0667,0.0,0,open,-1,adzuna,92,3.0667,1,0,0.0,0.42,3.0667
669B86C6,Software Engineer I,Mid-level,Best Buy,IT Jobs,"Bangalore, Karnataka",2026-02-14,15,1,0,0.0,0.92,0.5,0.5,0.0,0,open,-1,adzuna,15,0.5,1,0,0.0,0.92,0.5
072BFF37,Software Engineer - Guidewire,Mid-level,Arch Capital,IT Jobs,"Hyderabad, Telangana",2026-01-06,54,1,0,0.0,0.08,1.8,1.8,0.0,0,open,-1,adzuna,54,1.8,1,0,0.0,0.08,1.8
403196A9,Lead Software Engineer,Lead,Majesco,IT Jobs,"Mumbai, Maharashtra",2026-02-08,21,1,0,0.0,0.08,0.7,0.7,0.0,0,open,-1,adzuna,21,0.7,1,0,0.0,0.08,0.7
89837CA0,Java Software Engineer,Mid-level,"Maganti IT Resources, LLC",IT Jobs,"Hyderabad, Telangana",2026-02-08,21,1,0,0.0,0.08,0.7,0.7,0.0,0,open,-1,adzuna,21,0.7,1,0,0.0,0.08,0.7
FFCCDC17,Software Engineer in Test,Mid-level,Sonata Software,IT Jobs,India,2026-02-08,21,1,0,0.0,0.33,0.7,0.7,0.0,0,open,-1,adzuna,21,0.7,1,0,0.0,0.33,0.7
AC124A8A,Senior Software Engineer,Senior,Alp Consulting Ltd.,IT Jobs,"Hyderabad, Telangana",2026-02-12,17,1,0,0.0,0.17,0.5667,0.5667,0.0,0,open,-1,adzuna,17,0.5667,1,0,0.0,0.17,0.5667
8E0DDCEB,Lead Software Engineer,Lead,dunnhumby,IT Jobs,India,2026-02-17,12,1,0,0.0,0.08,0.4,0.4,0.0,0,open,-1,adzuna,12,0.4,1,0,0.0,0.08,0.4
7566AD11,Java Software Engineer,Mid-level,Nemetschek Group,IT Jobs,"Hyderabad, Telangana",2026-02-17,12,1,1,0.0345,0.25,0.4,0.4,0.0,0,open,-1,adzuna,12,0.4,1,1,0.0345,0.25,0.4
E0300FFA,Network Software Engineer,Mid-level,Nokia,IT Jobs,"Chennai, Tamil Nadu",2026-02-17,12,1,0,0.0,0.08,0.4,0.4,0.0,0,open,-1,adzuna,12,0.4,1,0,0.0,0.08,0.4
F9CABF3F,Software Engineer - ML,Mid-level,Staffington Global,IT Jobs,"Hyderabad, Telangana",2026-02-03,26,1,0,0.0,0.17,0.8667,0.8667,0.0,0,open,-1,adzuna,26,0.8667,1,0,0.0,0.17,0.8667
970B6347,Software Engineer/COBOL400,Mid-level,Binary Semantics Ltd.,IT Jobs,India,2026-02-08,21,1,0,0.0,0.17,0.7,0.7,0.0,0,open,-1,adzuna,21,0.7,1,0,0.0,0.17,0.7
41AC98BA,Senior Software Engineer,Senior,Oracle,IT Jobs,"Hyderabad, Telangana",2026-02-08,21,1,0,0.0,0.08,0.7,0.7,0.0,0,open,-1,adzuna,21,0.7,1,0,0.0,0.08,0.7
E874BAC3,Java Software Engineer,Mid-level,Insight Global,IT Jobs,"Hyderabad, Telangana",2026-02-27,2,1,0,0.0,0.58,0.0667,0.0667,0.0,0,open,-1,adzuna,2,0.0667,1,0,0.0,0.58,0.0667
2FBF233A,Java Software Engineer,Mid-level,Health Catalyst,IT Jobs,"Hyderabad, Telangana",2026-02-27,2,1,0,0.0,0.08,0.0667,0.0667,0.0,0,open,-1,adzuna,2,0.0667,1,0,0.0,0.08,0.0667
2D940B40,Software Engineer In Test,Mid-level,Tookitaki,IT Jobs,India,2026-02-28,1,1,0,0.0,0.08,0.0333,0.0333,0.0,0,open,-1,adzuna,1,0.0333,1,0,0.0,0.08,0.0333
01ADEDB4,Java Software Engineer,Mid-level,TEKsystems Global Services in India,IT Jobs,"Hyderabad, Telangana",2026-02-17,12,1,0,0.0,0.08,0.4,0.4,0.0,0,open,-1,adzuna,12,0.4,1,0,0.0,0.08,0.4
6C3BF050,Java Software Engineer,Mid-level,Brace Infotech Private Ltd,IT Jobs,"Hyderabad, Telangana",2026-02-17,12,1,0,0.0,0.25,0.4,0.4,0.0,0,open,-1,adzuna,12,0.4,1,0,0.0,0.25,0.4
9E1246F0,Senior Software Engineer,Senior,HCLTech,IT Jobs,"Hyderabad, Telangana",2026-02-17,12,1,0,0.0,0.92,0.4,0.4,0.0,0,open,-1,adzuna,12,0.4,1,0,0.0,0.92,0.4
3F805C49,Embedded Software Engineer,Mid-level,RYMO,Engineering Jobs,"Navi Mumbai, Maharashtra",2026-02-20,9,1,0,0.0,0.08,0.3,0.3,0.0,0,open,-1,adzuna,9,0.3,1,0,0.0,0.08,0.3
F3735501,Database Software Engineer,Mid-level,Dexian India,IT Jobs,"Hyderabad, Telangana",2026-02-27,2,1,0,0.0,0.08,0.0667,0.0667,0.0,0,open,-1,adzuna,2,0.0667,1,0,0.0,0.08,0.0667
A962E7C4,Software Engineer in Test,Mid-level,VeriFast Technologies,IT Jobs,"Ahmedabad, Gujarat",2026-02-18,11,1,0,0.0,0.08,0.3667,0.3667,0.0,0,open,-1,adzuna,11,0.3667,1,0,0.0,0.08,0.3667
332C1DD8,Senior Software Engineer,Senior,WaferWire Cloud Technologies,IT Jobs,"Hyderabad, Telangana",2026-02-22,7,1,0,0.0,0.08,0.2333,0.2333,0.0,0,open,-1,adzuna,7,0.2333,1,0,0.0,0.08,0.2333
A279A896,Sr software engineer,Senior,Insight Global,IT Jobs,"Hyderabad, Telangana",2026-02-26,3,1,0,0.0,0.58,0.1,0.1,0.0,0,open,-1,adzuna,3,0.1,1,0,0.0,0.58,0.1
18220F7A,Principal Software Engineer,Senior,ANSR Summit Consulting,IT Jobs,"Gurgaon, Haryana",2024-12-10,446,1,0,0.0,0.25,14.8667,14.8667,0.0,0,open,-1,adzuna,446,14.8667,1,0,0.0,0.25,14.8667
A4033C71,Senior Software Engineer,Senior,JiBe ERP,IT Jobs,"Navi Mumbai, Maharashtra",2026-02-20,9,1,0,0.0,0.17,0.3,0.3,0.0,0,open,-1,adzuna,9,0.3,1,0,0.0,0.17,0.3
44CDBC7E,Software Engineer in Test,Mid-level,Arcana,IT Jobs,"Coimbatore, Tamil Nadu",2025-12-10,81,1,0,0.0,0.5,2.7,2.7,0.0,0,open,-1,adzuna,81,2.7,1,0,0.0,0.5,2.7
5181059D,Staff Software Engineer,Senior,Scatterlink,Engineering Jobs,India,2026-02-28,1,1,0,0.0,0.08,0.0333,0.0333,0.0,0,open,-1,adzuna,1,0.0333,1,0,0.0,0.08,0.0333
0D2739FD,Senior Software Engineer,Senior,LTM,IT Jobs,"Hyderabad, Telangana",2026-02-28,1,1,0,0.0,0.25,0.0333,0.0333,0.0,0,open,-1,adzuna,1,0.0333,1,0,0.0,0.25,0.0333
AF2CA4D2,Java Software Engineer,Mid-level,Sonata Software,IT Jobs,"Hyderabad, Telangana",2026-02-18,11,1,0,0.0,0.33,0.3667,0.3667,0.0,0,open,-1,adzuna,11,0.3667,1,0,0.0,0.33,0.3667
74DA3552,Software Engineering Consultant,Mid-level,HCLTech,IT Jobs,"Bangalore, Karnataka",2026-02-19,10,1,0,0.0,0.92,0.3333,0.3333,0.0,0,open,-1,adzuna,10,0.3333,1,0,0.0,0.92,0.3333
840BCB2B,Senior Software Engineer,Senior,Hexagon R&D India,IT Jobs,"Hyderabad, Telangana",2026-02-22,7,1,0,0.0,0.08,0.2333,0.2333,0.0,0,open,-1,adzuna,7,0.2333,1,0,0.0,0.08,0.2333
629C7022,Software Engineer in Test,Mid-level,Insight Global,IT Jobs,"Hyderabad, Telangana",2026-02-26,3,1,0,0.0,0.58,0.1,0.1,0.0,0,open,-1,adzuna,3,0.1,1,0,0.0,0.58,0.1
AC855580,Senior Software Engineer,Senior,Cyara,IT Jobs,"Hyderabad, Telangana",2026-02-04,25,1,0,0.0,0.17,0.8333,0.8333,0.0,0,open,-1,adzuna,25,0.8333,1,0,0.0,0.17,0.8333
D98EC97E,Java Software Engineer,Mid-level,Yamaha Motor Solutions India,IT Jobs,"Faridabad, Haryana",2026-02-20,9,1,0,0.0,0.08,0.3,0.3,0.0,0,open,-1,adzuna,9,0.3,1,0,0.0,0.08,0.3
15314F9C,Lead Software Engineer,Lead,Acumatica,IT Jobs,"Hyderabad, Telangana",2026-02-01,28,1,0,0.0,0.08,0.9333,0.9333,0.0,0,open,-1,adzuna,28,0.9333,1,0,0.0,0.08,0.9333
44F03099,Principal Software Engineer,Senior,Sugary,IT Jobs,"Hyderabad, Telangana",2026-02-08,21,1,0,0.0,0.08,0.7,0.7,0.0,0,open,-1,adzuna,21,0.7,1,0,0.0,0.08,0.7
644580B1,Software Engineer - Platform Software interface,Mid-level,Hewlett Packard Enterprise,IT Jobs,"Bangalore, Karnataka",2026-02-08,21,1,0,0.0,0.08,0.7,0.7,0.0,0,open,-1,adzuna,21,0.7,1,0,0.0,0.08,0.7
0062215E,Remote Software Engineer (JavaScript),Mid-level,Turing,IT Jobs,"Delhi, India",2026-02-27,2,1,2,0.069,2.58,0.0667,0.0667,0.0,0,open,-1,adzuna,2,0.0667,1,2,0.069,2.58,0.0667
95124926,Remote Software Engineer (JavaScript),Mid-level,Turing,IT Jobs,"Chennai, Tamil Nadu",2026-02-27,2,1,2,0.069,2.58,0.0667,0.0667,0.0,0,open,-1,adzuna,2,0.0667,1,2,0.069,2.58,0.0667
52909512,Remote Software Engineer (JavaScript),Mid-level,Turing,IT Jobs,India,2026-02-27,2,1,2,0.069,2.58,0.0667,0.0667,0.0,0,open,-1,adzuna,2,0.0667,1,2,0.069,2.58,0.0667
7F5D96ED,Remote Software Engineer (Ruby),Mid-level,Turing,IT Jobs,"Delhi, India",2026-02-28,1,1,7,0.2414,2.58,0.0333,0.0333,0.0,0,open,-1,adzuna,1,0.0333,1,7,0.2414,2.58,0.0333
07237BFC,Remote Software Engineer (Ruby),Mid-level,Turing,IT Jobs,India,2026-02-28,1,1,7,0.2414,2.58,0.0333,0.0333,0.0,0,open,-1,adzuna,1,0.0333,1,7,0.2414,2.58,0.0333
E1F620D0,Remote Software Engineer (Ruby),Mid-level,Turing,IT Jobs,"Mumbai, Maharashtra",2026-02-28,1,1,7,0.2414,2.58,0.0333,0.0333,0.0,0,open,-1,adzuna,1,0.0333,1,7,0.2414,2.58,0.0333
8BF136E9,Remote Software Engineer (Ruby),Mid-level,Turing,IT Jobs,"Bangalore, Karnataka",2026-02-28,1,1,7,0.2414,2.58,0.0333,0.0333,0.0,0,open,-1,adzuna,1,0.0333,1,7,0.2414,2.58,0.0333
F28E6C27,Remote Software Engineer (Ruby),Mid-level,Turing,IT Jobs,"Chennai, Tamil Nadu",2026-02-28,1,1,7,0.2414,2.58,0.0333,0.0333,0.0,0,open,-1,adzuna,1,0.0333,1,7,0.2414,2.58,0.0333
3B540EBC,Remote Software Engineer (Ruby),Mid-level,Turing,IT Jobs,"Hyderabad, Telangana",2026-02-28,1,1,7,0.2414,2.58,0.0333,0.0333,0.0,0,open,-1,adzuna,1,0.0333,1,7,0.2414,2.58,0.0333
97A0867E,Remote Software Engineer (C++),Mid-level,Turing,IT Jobs,India,2026-02-27,2,1,2,0.069,2.58,0.0667,0.0667,0.0,0,open,-1,adzuna,2,0.0667,1,2,0.069,2.58,0.0667
528B72E4,Remote Software Engineer (C++),Mid-level,Turing,IT Jobs,"Mumbai, Maharashtra",2026-02-27,2,1,2,0.069,2.58,0.0667,0.0667,0.0,0,open,-1,adzuna,2,0.0667,1,2,0.069,2.58,0.0667
DA9BCB2D,Remote Software Engineer (C++),Mid-level,Turing,IT Jobs,"Hyderabad, Telangana",2026-02-27,2,1,2,0.069,2.58,0.0667,0.0667,0.0,0,open,-1,adzuna,2,0.0667,1,2,0.069,2.58,0.0667
957B7E80,Remote Software Engineer (Ruby),Mid-level,Turing,IT Jobs,"Noida, Ghaziabad",2026-02-28,1,1,7,0.2414,2.58,0.0333,0.0333,0.0,0,open,-1,adzuna,1,0.0333,1,7,0.2414,2.58,0.0333
7D7182B4,Remote Software Engineer (Ruby),Mid-level,Turing,IT Jobs,"Kolkata, West Bengal",2026-03-01,0,1,7,0.2414,2.58,0.0,0.0,0.0,0,open,-1,adzuna,0,0.0,1,7,0.2414,2.58,0.0
0C9B73B6,Remote Software Engineer (Rust),Mid-level,Turing,IT Jobs,India,2026-02-28,1,1,2,0.069,2.58,0.0333,0.0333,0.0,0,open,-1,adzuna,1,0.0333,1,2,0.069,2.58,0.0333
9E9EB729,Remote Software Engineer (Rust),Mid-level,Turing,IT Jobs,"Hyderabad, Telangana",2026-02-28,1,1,2,0.069,2.58,0.0333,0.0333,0.0,0,open,-1,adzuna,1,0.0333,1,2,0.069,2.58,0.0333
D924C968,Remote Software Engineer (Rust),Mid-level,Turing,IT Jobs,"Mumbai, Maharashtra",2026-02-28,1,1,2,0.069,2.58,0.0333,0.0333,0.0,0,open,-1,adzuna,1,0.0333,1,2,0.069,2.58,0.0333
25464068,Software Engineering Associate Advisor,Junior,Evernorth,IT Jobs,"Hyderabad, Telangana",2024-11-22,464,1,0,0.0,0.5,15.4667,15.4667,0.0,0,open,-1,adzuna,464,15.4667,1,0,0.0,0.5,15.4667
FB4C0743,Senior Software Engineer I,Senior,Marriott Tech Accelerator,IT Jobs,"Hyderabad, Telangana",2026-02-18,11,1,3,0.1034,1.0,0.3667,0.3667,0.0,0,open,-1,adzuna,11,0.3667,1,3,0.1034,1.0,0.3667
ED126D7F,Software Engineering Lead (Agriculture),Lead,McCain Foods,IT Jobs,India,2026-01-29,31,1,0,0.0,0.08,1.0333,1.0333,0.0,0,open,-1,adzuna,31,1.0333,1,0,0.0,0.08,1.0333
6C75A5BB,Senior Software Engineer - Frontend,Senior,Tekion Corp,Engineering Jobs,"Bangalore, Karnataka",2026-02-10,19,1,0,0.0,0.25,0.6333,0.6333,0.0,0,open,-1,adzuna,19,0.6333,1,0,0.0,0.25,0.6333
A2FCD849,"Sr Manager, Software Engineering",Senior,TMUS Global Solutions,IT Jobs,"Hyderabad, Telangana",2026-01-06,54,1,1,0.0345,1.42,1.8,1.8,0.0,0,open,-1,adzuna,54,1.8,1,1,0.0345,1.42,1.8
4FD8DCE6,Senior Software Engineer-Backend,Senior,Pocket FM,IT Jobs,India,2026-02-08,21,1,0,0.0,0.42,0.7,0.7,0.0,0,open,-1,adzuna,21,0.7,1,0,0.0,0.42,0.7
E3333F0A,Senior Software Engineering Manager,Senior,FM India,IT Jobs,"Bangalore, Karnataka",2026-01-30,30,1,0,0.0,0.67,1.0,1.0,0.0,0,open,-1,adzuna,30,1.0,1,0,0.0,0.67,1.0
08EFF160,Senior Software Engineer - Backend,Senior,Pocket FM,IT Jobs,India,2026-02-19,10,1,1,0.0345,0.42,0.3333,0.3333,0.0,0,open,-1,adzuna,10,0.3333,1,1,0.0345,0.42,0.3333
DD913202,Principal System Software Engineers,Senior,Mulya Technologies,IT Jobs,India,2026-01-13,47,1,0,0.0,0.08,1.5667,1.5667,0.0,0,open,-1,adzuna,47,1.5667,1,0,0.0,0.08,1.5667
89BC444D,Lead Software Engineer(backend),Lead,Elevate Global,IT Jobs,"Bangalore, Karnataka",2026-02-19,10,1,0,0.0,0.17,0.3333,0.3333,0.0,0,open,-1,adzuna,10,0.3333,1,0,0.0,0.17,0.3333
41BB9F32,Software Engineering - Vice President,Mid-level,FICO,IT Jobs,"Bangalore, Karnataka",2026-03-01,0,1,0,0.0,0.17,0.0,0.0,0.0,0,open,-1,adzuna,0,0.0,1,0,0.0,0.17,0.0
A1E0E7B4,Software Engineering Senior Analyst,Senior,Evernorth,IT Jobs,"Hyderabad, Telangana",2025-03-13,353,1,0,0.0,0.5,11.7667,11.7667,0.0,0,open,-1,adzuna,353,11.7667,1,0,0.0,0.5,11.7667
2D179296,Senior Software Engineer in Test,Senior,Mirchi,IT Jobs,"Noida, Ghaziabad",2026-02-10,19,1,0,0.0,0.08,0.6333,0.6333,0.0,0,open,-1,adzuna,19,0.6333,1,0,0.0,0.08,0.6333
9353095F,Software Engineer – QA Automation,Mid-level,AiStrike,IT Jobs,India,2026-02-02,27,1,0,0.0,0.08,0.9,0.9,0.0,0,open,-1,adzuna,27,0.9,1,0,0.0,0.08,0.9
1EF9A793,Senior Software Engineer -SQL,Senior,Geojit Technologies,IT Jobs,"Kochi, Ernakulam",2026-01-11,49,1,0,0.0,0.08,1.6333,1.6333,0.0,0,open,-1,adzuna,49,1.6333,1,0,0.0,0.08,1.6333
DE1A0EF7,Senior Java Software Engineer,Senior,Coforge,IT Jobs,"Hyderabad, Telangana",2026-02-08,21,1,0,0.0,0.58,0.7,0.7,0.0,0,open,-1,adzuna,21,0.7,1,0,0.0,0.58,0.7
75C48128,Associate - Senior Software Engineer,Junior,Deutsche Börse Group,IT Jobs,"Hyderabad, Telangana",2026-02-14,15,1,0,0.0,0.08,0.5,0.5,0.0,0,open,-1,adzuna,15,0.5,1,0,0.0,0.08,0.5
B2918EC6,Senior Software Engineer III,Senior,GreyOrange,IT Jobs,India,2026-02-11,18,1,0,0.0,0.08,0.6,0.6,0.0,0,open,-1,adzuna,18,0.6,1,0,0.0,0.08,0.6
5BE72426,Senior Software Engineer II,Senior,Marriott Tech Accelerator,IT Jobs,"Hyderabad, Telangana",2026-02-04,25,1,0,0.0,1.0,0.8333,0.8333,0.0,0,open,-1,adzuna,25,0.8333,1,0,0.0,1.0,0.8333
E0052912,Software Engineering Manager IND,Lead,FM India,IT Jobs,"Bangalore, Karnataka",2025-12-24,67,1,0,0.0,0.67,2.2333,2.2333,0.0,0,open,-1,adzuna,67,2.2333,1,0,0.0,0.67,2.2333
